ComplexID	ComplexName	Organism	Synonyms	Cell line	subunits(UniProt IDs)	subunits(Entrez IDs)	Protein complex purification method	GO ID	GO description	FunCat ID	FunCat description	subunits(Gene name)	Subunits comment	PubMed ID	Complex comment	Disease comment	SWISSPROT organism	subunits(Gene name syn)	subunits(Protein name)
7546	Masp1-Mbl2 complex	Rat	None	None	P08661;Q8CHN8	100911854;64023	MI:0029-cosedimentation through density gradients	GO:0001867	complement activation, lectin pathway	None	None	Mbl2;Masp1	None	11337510	None	None	Rattus norvegicus (Rat);Rattus norvegicus (Rat)	None;Crarf,Masp3	Mannose-binding protein C;Mannan-binding lectin serine protease 1
7547	Masp2-Mbl2 complex	Rat	None	None	P08661;Q9JJS8	100911854;64459	MI:0029-cosedimentation through density gradients	GO:0001867	complement activation, lectin pathway	None	None	Mbl2;Masp2	None	11337510	None	None	Rattus norvegicus (Rat);Rattus norvegicus (Rat)	None;None	Mannose-binding protein C;Mannan-binding lectin serine protease 2
7548	MAPK6-MAPKAPK5-SEPT7 complex	Human	ERK3-MK5-SEPT7 complex	HEK293	Q16181;Q16659;Q8IW41	989;5597;8550	MI:0055-fluorescent resonance energy transfer	None	None	None	None	SEPT7;MAPK6;MAPKAPK5	None	22508986	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	CDC10;ERK3,PRKM6;PRAK	Septin-7;Mitogen-activated protein kinase 6;MAP kinase-activated protein kinase 5
7549	Kcne1-Kcnq1-Calmodulin complex	Hamster	Kcne1-Kcnq1-CaM complex	transfected Chinese hamster ovarian (CHO) cells	A0A061I2H9;G3HXZ0;G3IM13	100760439;None;100751524	MI:0019-coimmunoprecipitation;MI:0047-far western blotting;MI:0096-pull down	GO:0086008;GO:0005249;GO:0034705	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization;voltage-gated potassium channel activity;potassium channel complex	None	None	H671_4g131;I79_015906;I79_024941	None	16556865	KCNE1 forms a ternary complex with wild-type KCNQ1 and Ca2+-CaM. CaM binding to KCNQ1 is essential for correct channel folding and assembly and for conferring Ca2+-sensitive IKS-current stimulation, which increases the cardiac repolarization reserve and therefore prevents the risk of ventricular arrhythmias.	Long-QT mutations located in the KCNQ1 C-terminus impair calmodulin (CaM) binding, which affects both channel gating and assembly.	Cricetulus griseus (Chinese hamster) (Cricetulus b;Cricetulus griseus (Chinese hamster) (Cricetulus b;Cricetulus griseus (Chinese hamster) (Cricetulus b	Kcne1, H671_4g13146;Kcnq1, I79_015906;CaM, I79_024941	Potassium voltage-gated channel subfamily E member 1-like protein;Potassium voltage-gated channel subfamily KQT member 1;Calmodulin
7553	CSL-Notch1ICD-Maml1 complex	Mouse	Notch1ICD-CSL-Maml1 complex	Neuro-2a cells	Q01705;Q06330;Q6T264	18128;3516;103806	None	GO:0006355;GO:0007219;GO:0005634	regulation of transcription, DNA-templated;Notch signaling pathway;nucleus	11.02.03.04;30.05.02.14;70.10	transcriptional control;Notch-receptor signalling pathway;nucleus	Notch1;RBPJ;Maml1	None	20118921	NLK-induced phosphorylation of Notch1ICD lowers the interaction between Notch1ICD and CSL or Maml1.	None	Mus musculus (Mouse);Homo sapiens (Human);Mus musculus (Mouse)	Motch;IGKJRB, IGKJRB1, RBPJK, RBPSUH, CBF1;Kiaa0200	Neurogenic locus notch homolog protein 1;Recombining binding protein suppressor of hairless;Mastermind-like protein 1
7554	Golgin45-Grasp55 complex	Rat	None	Golgi membranes	Q6AYB8;Q9R064	498266;None	MI:0004-affinity chromatography technologies;MI:0019-coimmunoprecipitation	GO:0000139;GO:0060627	Golgi membrane;regulation of vesicle-mediated transport	None	None	Blzf1;Gorasp2	None	11739401	None	None	Rattus norvegicus (Rat);Rattus norvegicus (Rat)	Golgin-45; LOC498266,rCG_46077;Grasp55	Basic leucine zipper nuclear factor 1;Golgi reassembly-stacking protein 2
7555	KEOPS complex	Human	EKC complex	293T cells	Q14657;Q96S44;Q9NPF4;Q9Y3C4	8270;112858;55644;51002	MI:0007-anti tag coimmunoprecipitation	GO:0006412;GO:0000723	translation;telomere maintenance	12.04	translation	LAGE3;TP53RK;OSGEP;TPRKB	None	22912744	None	Mutations in KEOPS-complex genes cause Galloway\u2013Mowat syndrome (GAMOS), an autosomal- recessive disease characterized by the combination of early-onset nephrotic syndrome (SRNS) and microcephaly with brain anomalies (PMID:28805828).	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	DXS9879E,ESO3,ITBA2;C20orf64,PRPK;GCPL1;My019	EKC/KEOPS complex subunit LAGE3;EKC/KEOPS complex subunit TP53RK;Probable tRNA N6-adenosine threonylcarbamoyltransferase;EKC/KEOPS complex subunit TPRKB
7556	PRAME complex	Human	None	K562 cells	P62877;P78395;Q13617;Q14657;Q15369;Q15370;Q9NPF4	9978;23532;8453;8270;6921;6923;55644	MI:0007-anti tag coimmunoprecipitation	None	None	None	None	RBX1;PRAME;CUL2;LAGE3;TCEB1;TCEB2;OSGEP	None	22912744	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	RNF75, ROC1;MAPE,OIP4;None;DXS9879E,ESO3,ITBA2;elongin c;elongin b;GCPL1	E3 ubiquitin-protein ligase RBX1;Melanoma antigen preferentially expressed in tumors;Cullin-2;EKC/KEOPS complex subunit LAGE3;Transcription elongation factor B polypeptide 1;Transcription elongation factor B polypeptide 2;Probable tRNA N6-adenosine threonylcarbamoyltransferase
7557	LGR4-RSPO supercomplex	Human	None	HEK293T cells	O00401;O14641;O60610;P36507;P46940;P49023;Q02750;Q05397;Q9BXB1;Q9BXY4	8976;1856;1729;5605;8826;5829;5604;5747;55366;84870	MI:0007-anti tag coimmunoprecipitation;MI:0416-fluorescence microscopy	GO:0048041;GO:0016055	focal adhesion assembly;Wnt signaling pathway	30.05.02.20	Wnt signalling pathway	WASL;DVL2;DIAPH1;MAP2K2;IQGAP1;PXN;MAP2K1;PTK2;LGR4;RSPO3	None	24639526	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;DIAP1;MEK2 MKK2 PRKMK2;KIAA0051;None;MEK1, PRKMK1;FAK, FAK1;GPR48;PWTSR,THSD2	Neural Wiskott-Aldrich syndrome protein;Segment polarity protein dishevelled homolog DVL-2;Protein diaphanous homolog 1;Dual specificity mitogen-activated protein kinase kinase 2;Ras GTPase-activating-like protein IQGAP1;Paxillin;Dual specificity mitogen-activated protein kinase kinase 1;Focal adhesion kinase 1;Leucine-rich repeat-containing G-protein coupled receptor 4;R-spondin-3
7558	Gon4l-Hdac1-Sin3a-Yy1 complex	Mouse	Gon4l-Yy1-Sin3a -Hdac1 complex	B cell line M12.4.1	O09106;Q00899;Q60520;Q9DB00	433759;22632;20466;76022	MI:0019-coimmunoprecipitation	GO:0006355;GO:0005634	regulation of transcription, DNA-templated;nucleus	11.02.03.04;70.10	transcriptional control;nucleus	Hdac1;Yy1;Sin3a;Gon4l	None	21454521	None	None	Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse)	None;Ucrbp;Kiaa4126;Gon4,Kiaa1606	Histone deacetylase 1;Transcriptional repressor protein YY1;Paired amphipathic helix protein Sin3a;GON-4-like protein
7559	INSC-LGN-PAR3 complex	Human	INSC-GPSM2-PARD3 complex	None	P81274;Q1MX18;Q8TEW0	29899;387755;56288	MI:0019-coimmunoprecipitation	GO:0030010	establishment of cell polarity	None	None	GPSM2;INSC;PARD3	None	16458856	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	LGN;None;PAR3, PAR3A	G-protein-signaling modulator 2;Protein inscuteable homolog;Partitioning defective 3 homolog
7560	Axin-Apc-Catnb-Gsk3b-Macf1 complex	Rat	Axin-Apc-(beta)catenin-Gsk3beta-Macf1 complex	PC12 cells	D3ZHV2;O70239;P18266;P70478;Q9WU82	362587;79257;84027;24205;84353	MI:0019-coimmunoprecipitation	GO:0016055	Wnt signaling pathway	30.05.02.20	Wnt signalling pathway	Macf1;Axin1;Gsk3b;Apc;Ctnnb1	Since the authors did not specify Axin, we used isoform Axin-1.	16815997	None	None	Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat);Rattus norvegicus (Rat)	Acf7,Aclp7,Macf;Axin;None;None;Catnb	Microtubule-actin cross-linking factor 1;Axin-1;Glycogen synthase kinase-3 beta;Adenomatous polyposis coli protein;Catenin beta-1
7561	NCKAP1-WASF3 complex	Human	None	MDA-MB-231 and Hs578T cells	Q9UPY6;Q9Y2A7	10810;10787	MI:0096-pull down;MI:0019-coimmunoprecipitation	GO:0031532	actin cytoskeleton reorganization	None	None	WASF3;NCKAP1	None	27432794	None	Destabilization of the complex lowers the invasive capacity of breast, prostate, and colon cancer cells.	Homo sapiens (Human);Homo sapiens (Human)	KIAA0900,SCAR3,WAVE3;HEM2 KIAA0587 NAP1	Wiskott-Aldrich syndrome protein family member 3;Nck-associated protein 1
7562	NCKAP1-WASF3-RAC1 complex	Human	None	MDA-MB-231 and Hs578T cells	P63000;Q9UPY6;Q9Y2A7	5879;10810;10787	MI:0019-coimmunoprecipitation	GO:0031532	actin cytoskeleton reorganization	None	None	RAC1;WASF3;NCKAP1	None	27432794	None	RAC1 binding to the WASF3-NCKAP1 complex is required for the invasive signaling axis in breast cancer cells	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	TC25;KIAA0900,SCAR3,WAVE3;HEM2 KIAA0587 NAP1	Ras-related C3 botulinum toxin substrate 1;Wiskott-Aldrich syndrome protein family member 3;Nck-associated protein 1
7563	LARP1-PABPC1-RYDEN complex	Human	None	HepG2 cells	P11940;Q6PKG0;Q9NUL5	26986;23367;55337	MI:0007-anti tag coimmunoprecipitation	GO:0051607	defense response to virus	None	None	PABPC1;LARP1;RYDEN	None	26735137	None	RYDEN is a interferon-stimulated cellular inhibitor against replication of dengue virus and other viruses. This inhibition is achieved by forming a protein complex with LARP1 and PABPC1.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	PAB1 PABP1 PABPC2;KIAA0731,LARP;C19orf66	Polyadenylate-binding protein 1;La-related protein 1;Repressor of yield of DENV protein
7564	LGR5-RNF43-RSPO1 complex	Human	None	HEK293TS cells	O75473;Q2MKA7;Q68DV7	8549;284654;54894	MI:0114-x-ray crystallography	GO:0016055	Wnt signaling pathway	30.05.02.20	Wnt signalling pathway	LGR5;RSPO1;RNF43	None	23756651	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	GPR49 GPR67;None;None	Leucine-rich repeat-containing G-protein coupled receptor 5;R-spondin-1;E3 ubiquitin-protein ligase RNF43
7566	7SK RNP complex	Human	CDK9-CCNT1-HEXIM1-LARP7 complex	HeLa cells	O60563;O94992;P50750;Q4G0J3	904;10614;1025;51574	MI:0019-coimmunoprecipitation	GO:0045892	negative regulation of transcription, DNA-templated	11.02.03.04.03	transcription repression	CCNT1;HEXIM1;CDK9;LARP7	None	18483487	The CDK9-CCNT1-HEXIM1-LARP7 complex regulates not only viral but also cellular POLII class genes through the 7SK P-TEFb system.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;CLP1, EDG1, HIS1, MAQ1;CDC2L4, TAK;HDCMA18P	Cyclin-T1;Protein HEXIM1;Cyclin-dependent kinase 9;La-related protein 7
7567	SUMO1-SYT7 complex	Human	None	pancreatic islet	O43581;P63165	9066;7341	MI:0019-coimmunoprecipitation	GO:0045920;GO:0046676	negative regulation of exocytosis;negative regulation of insulin secretion	None	None	SYT7;SUMO1	None	21266332	None	None	Homo sapiens (Human);Homo sapiens (Human)	PCANAP7;SMT3C, SMT3H3, UBL1	Synaptotagmin-7;Small ubiquitin-related modifier 1
7568	LATS2-SIAH2-ZYX complex	Human	None	HEK293T cells, MDA-MB-231 cells	O43255;Q15942;Q9NRM7	6478;7791;26524	MI:0019-coimmunoprecipitation	GO:0035330;GO:0007179	regulation of hippo signaling;transforming growth factor beta receptor signaling pathway	30.05.01.18.01	TGF-beta-receptor signalling pathway	SIAH2;ZYX;LATS2	None	27030211	Zyxin forms a functional ternary complex with Siah2 and Lats2, thus enhances their binding and promotes Siah2-induced Lats2 degradation.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;KPM	E3 ubiquitin-protein ligase SIAH2;Zyxin;Serine/threonine-protein kinase LATS2
7570	Isl1-Ldb1-Lhx3 complex	Mouse	None	None	P50481;P61372;P70662	16871;16392;16825	MI:0019-coimmunoprecipitation	GO:0048666	neuron development	None	None	Lhx3;Isl1;Ldb1	None	12150931	The Isl1-Ldb1-Lhx3 complex is required for motor neuron development.	None	Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse)	Lim3,Plim;None;Nli	LIM/homeobox protein Lhx3;Insulin gene enhancer protein ISL-1;LIM domain-binding protein 1
7572	MiCEE complex	Mouse	None	Nuclear extracts	O35473;P56960;Q61188;Q80U70;Q921E6;Q9CRA8	57316;50912;14056;52615;13626;27998	MI:0019-coimmunoprecipitation;MI:0029-cosedimentation through density gradients;MI:0416-fluorescence microscopy	GO:0016458;GO:0005634;GO:0007000	gene silencing;nucleus;nucleolus organization	70.10;42.10.07	nucleus;nucleolus	C1d;Exosc10;Ezh2;Suz12;Eed;Exosc5	None	29867223	MiCEE is a ncRNA-protein complex that binds the microRNA Mirlet7d. The complex mediates epigenetic silencing and tethers regulated genes to the perinucleolar region. Thus, is required for proper nucleolar organization.	None	Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse)	Suncor;Pmscl2;Enx1h;D11Ertd530e,Kiaa0160;None;D7Wsu180e,Rrp46	Nuclear nucleic acid-binding protein C1D;Exosome component 10;Histone-lysine N-methyltransferase EZH2;Polycomb protein Suz12;Polycomb protein EED;Exosome complex component RRP46
7574	APP-PSEN1 complex	Human	APP-PS1 complex	human 293 and HS683 cells; transfected CHO cells	P05067;P49768	351;5663	MI:0019-coimmunoprecipitation	GO:0034205;GO:0042987	beta-amyloid formation;amyloid precursor protein catabolic process	None	None	APP;PSEN1	APP or presenilin proteins carrying familial AD-linked missense mutations still can form complexes.	9223340	Mutations in the presenilin 1 (PS1) and presenilin 2 (PS2) genes increase the production of the highly amyloidogenic 42-residue form of amyloid beta-protein (Abeta42) in a variety of cell lines and transgenic mice. APP-PS complexes were recovered from human 293 and HS683 cells. APP was consistently found to coimmunoprecipitate with PS1 or PS2 proteins. Full maturation of APP was not required for the interaction; most APP molecules complexed with PS were solely N-glycosylated. Such complexes exist under physiological conditions. Treatment of cells with brefeldin A or incubation at 20 degrees C did not block complex formation, suggesting that the association between APP and PS occurs in part in the endoplasmic reticulum. Complex formation was detected for both wt and mutant PS and APP proteins. Deletion of the APP C-terminal domain did not abrogate complex formation, suggesting that the interaction does not occur in the cytoplasmic domains of the proteins.	Alzheimer	Homo sapiens (Human);Homo sapiens (Human)	Amyloid beta precursor protein;AD3, PS1, PSNL1	Amyloid beta A4 protein;Presenilin-1
7575	APP-PSEN2 complex	Human	APP-PS2 complex	human 293 and HS683 cells; transfected CHO cells	P05067;P49810	351;5664	MI:0019-coimmunoprecipitation	GO:0042987;GO:0034205	amyloid precursor protein catabolic process;beta-amyloid formation	None	None	APP;PSEN2	APP or presenilin proteins carrying familial AD-linked missense mutations still can form complexes.	9223340	Mutations in the presenilin 1 (PS1) and presenilin 2 (PS2) genes increase the production of the highly amyloidogenic 42-residue form of amyloid beta-protein (Abeta42) in a variety of cell lines and transgenic mice. APP-PS complexes were recovered from human 293 and HS683 cells. APP was consistently found to coimmunoprecipitate with PS1 or PS2 proteins. Full maturation of APP was not required for the interaction; most APP molecules complexed with PS were solely N-glycosylated. Such complexes exist under physiological conditions. Treatment of cells with brefeldin A or incubation at 20 degrees C did not block complex formation, suggesting that the association between APP and PS occurs in part in the endoplasmic reticulum. Complex formation was detected for both wt and mutant PS and APP proteins. Deletion of the APP C-terminal domain did not abrogate complex formation, suggesting that the interaction does not occur in the cytoplasmic domains of the proteins.	Alzheimer	Homo sapiens (Human);Homo sapiens (Human)	Amyloid beta precursor protein;AD4, PS2, PSNL2, STM2	Amyloid beta A4 protein;Presenilin-2
7576	VHL-ElonginB-ElonginC complex	Human	VBC complex	None	P40337;Q15369;Q15370	7428;6921;6923	MI:0071-molecular sieving	GO:0016567	protein ubiquitination	14.07.05	modification by ubiquitination, deubiquitination	VHL;TCEB1;TCEB2	None	12004076	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;elongin c;elongin b	Von Hippel-Lindau disease tumor suppressor;Transcription elongation factor B polypeptide 1;Transcription elongation factor B polypeptide 2
7577	APP-APBB1-KAT5 complex	Human	APP-Fe65-Tip60 complex	transfected  PC12, HEK293, COS, and HeLa cells	O00213;P05067;Q92993	322;351;10524	MI:0019-coimmunoprecipitation;MI:0096-pull down	GO:0016573;GO:0001221;GO:0009299;GO:0003677	histone acetylation;transcription cofactor binding;mRNA transcription;DNA binding	11.02.03;16.03.01	mRNA synthesis;DNA binding	APBB1;APP;KAT5	None	11441186	The cytoplasmic tail of APP forms a multimeric complex with the nuclear adaptor protein Fe65 and the histone acetyltransferase Tip60. This complex potently stimulates transcription via heterologous Gal4- or LexA-DNA binding domains, suggesting that release of the cytoplasmic tail of APP by gamma-cleavage may function in gene expression.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	FE65, RIR;Amyloid beta precursor protein;HTATIP, TIP60	Amyloid beta A4 precursor protein-binding family B member 1;Amyloid beta A4 protein;Histone acetyltransferase KAT5
7578	Shieldin complex	Human	None	HEK293T cells	Q6ZNX1;Q86V20;Q8IYI0;Q9UI95	None;54537;149840;10459	MI:0019-coimmunoprecipitation	GO:0006302	double-strand break repair	None	None	SHLD3;SHLD2;SHLD1;MAD2L2	None	30022168	The authors propose a model in which the shieldin complex is the ultimate mediator of 53BP1-dependent DNA repair by binding ssDNA and occluding access to resection nucleases.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	FLJ26957,RINN1;FAM35A,RINN2;C20orf196,RINN3;MAD2B REV7	Shieldin complex subunit 3;Shieldin complex subunit 2;Shieldin complex subunit 1;Mitotic spindle assembly checkpoint protein MAD2B
